id,title,titleJa,titleEn,image,mean,rank,num_list_users,num_scoring_users,num_episodes,start_date,end_date,media_type,status,rating,average_episode_duration,genres,studios
2806,Yadamon,ヤダモン,Yadamon: Magical Dreamer,4/82764,6.35,7605,2221,800,170,1992-08-24,1993-07-16,tv,finished_airing,pg_13,600,2;4;10,86
2808,Irregular Hunter X: The Day of Sigma,イレギュラーハンターＸ,Megaman X - The Day of Sigma,3/9131,7.18,3334,12332,6778,1,2005-12-15,2005-12-15,ova,finished_airing,pg,1800,1;24,27
2809,Fuusen Shoujo Temple-chan,風船少女テンプルちゃん,Temple the Balloonist,2/53883,6.21,8366,724,206,26,1977-10-01,1978-03-25,tv,finished_airing,g,1500,2;4;15,103
2810,Anime Himitsu no Hanazono,アニメ ひみつの花園,The Secret Garden,8/69919,7.07,3903,6472,2950,39,1991-04-19,1992-03-27,tv,finished_airing,g,1500,8;13,198;1009
2811,Soratobu Yuureisen,空飛ぶゆうれい船,Flying Phantom Ship,1557/112988,6.54,6508,6415,3388,1,1969-07-20,1969-07-20,movie,finished_airing,pg,3632,2;8;18;24,18
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,小さなアヒルの大きな愛の物語 あひるのクワック,Alfred J. Kwak,1016/125157,7.35,2470,6179,3151,52,1989-04-03,1990-03-29,tv,finished_airing,g,1380,2;4;8;10;15,358
2814,Dondon Dommel to Ron,どんどんドメルとロン,Wowser,8/3880,6.64,5967,1199,500,52,1988-04-05,1989-03-27,tv,finished_airing,g,1500,4;15,358
2815,Geragera Boes Monogatari,げらげらブース物語,Ox Tales,1099/110002,7,4221,1860,894,52,1987-04-07,1988-03-29,tv,finished_airing,g,1440,4;15,358
2816,Toushou Daimos,闘将ダイモス,Daimos,11/79101,7.18,3369,6481,3260,44,1978-04-01,1979-01-27,tv,finished_airing,pg_13,1440,2;8;18;22;24,14;18
2817,Cinderella Monogatari,シンデレラ物語,The Story of Cinderella,1158/139087,7.31,2674,8385,3631,26,1996-04-04,1996-10-03,tv,finished_airing,g,1470,2;10;22,103
2818,Madou King Granzort,魔動王グランゾート,Mado King Granzort,7/11702,7.15,3499,3092,1140,41,1989-04-07,1990-03-02,tv,finished_airing,g,1460,1;4;10;18;24,14
2819,Dragon Quest: Yuusha Abel Densetsu,ドラゴンクエスト～勇者アベル伝説～,Dragon Warrior,1270/114210,6.84,4942,7373,2052,43,1989-12-02,1991-04-05,tv,finished_airing,g,1440,1;2;10;27,1;126
2820,Time Travel Tondekeman!,たいむとらぶる トンデケマン!,Time Quest,6/45656,7.31,2658,2856,1266,39,1989-10-19,1990-08-26,tv,finished_airing,pg_13,1397,1;2;4;15,242
2821,Bad End,BAD END 贖罪の教室,Voyeur's Digest,13/3920,5.25,,2996,1075,2,2002-10-11,2003-01-10,ova,finished_airing,rx,1710,12,239
2822,Bamboo Bears,バンブー・ベアーズ,,1358/132164,5.83,10228,912,289,52,1997-04-04,1998-03-27,tv,finished_airing,,1500,4,358
2823,Barbapapa,バーバパパ,Barbapapa,7/3921,6.24,8234,2976,1366,45,1974-10-13,1975-09-28,tv,finished_airing,pg,300,4;10,363
2824,Barbapapa Sekai wo Mawaru,バーバパパ　世界をまわる,Barbapapa Around the World,1885/114869,5.87,10078,1370,504,50,1999-07-05,1999-10-08,tv,finished_airing,g,300,2;4,1
2825,Arabian Nights: Sindbad no Bouken (TV),アラビアンナイト シンドバットの冒険,Arabian Nights: Sinbad's Adventures,2/31935,7.21,3184,7837,4015,52,1975-10-01,1976-09-29,tv,finished_airing,r+,1466,2;10;13;22,22
2826,Oz no Mahoutsukai (TV),オズの魔法使い,The Wonderful Wizard of Oz,13/64339,6.7,5667,3105,1314,52,1986-10-06,1987-09-28,tv,finished_airing,g,1500,2;10;62;15,226
2827,Calimero,カリメロ,,1310/137181,6.24,8237,4255,2081,45,1974-10-15,1975-09-30,tv,finished_airing,g,1500,4,18
2828,Ie Naki Ko,家なき子,Nobody's Boy Remi,9/76757,7.86,865,16604,5410,51,1977-10-02,1978-10-01,tv,finished_airing,g,1460,2;8;13;15,11;73
2829,Ie Naki Ko Remy,家なき子レミ,Sans Famille,12/26250,7.9,784,21434,9223,23,1996-09-01,1997-03-23,tv,finished_airing,g,1418,2;8;13,22
2830,Chibikko Remi to Meiken Kapi,ちびっ子レミと名犬カピ,,11/28419,5.83,10251,1145,337,1,1970-03-17,1970-03-17,movie,finished_airing,g,4860,2;8;36,18
2831,Ie Naki Ko (Movie),家なき子,,1135/135330,6.48,6882,1497,421,1,1980-03-15,1980-03-15,movie,finished_airing,pg,5760,2;8;15,73
2832,Ani*Kuri15,アニ＊クリ15,,13/62923,6.68,5772,23619,11074,15,2007-05-07,2007-12-10,tv_special,finished_airing,pg_13,60,2;4;8;10;17;18;23;24;11;31;37,3;6;10;11;13;41;291
2833,Gulliver no Uchuu Ryokou,ガリバーの宇宙旅行,,13/45358,5.75,10597,2098,998,1,1965-03-20,1965-03-20,movie,finished_airing,g,4800,2;24,18
2834,Miracle☆Girls,ミラクル☆ガールズ,,11/21213,7.15,3501,5947,1893,51,1993-01-08,1993-12-24,tv,finished_airing,g,1440,10;22;25,30
2835,Patalliro!,パタリロ！,,2/56443,7.27,2884,9168,1893,49,1982-04-08,1983-05-13,tv,finished_airing,pg_13,1475,2;28;4;25,18
2836,Chiisana Viking Vickie,小さなバイキングビッケ,Vicky the Viking,11/3940,6.66,5890,3930,1900,78,1974-04-03,1975-09-24,tv,finished_airing,g,1440,2;4;13;15,22
2837,Ariel Deluxe,DELUXE ARIEL (エリアル),,1004/94070,5.59,11255,2296,1063,2,1991-01-21,1991-04-21,ova,finished_airing,pg_13,2520,1;4;18;24,7
2838,Toushin Toshi II,闘神都市Ⅱ,Tournament of the Gods: Title Match,1142/96468,5.61,,1670,496,3,1997-12-19,1998-06-27,ova,finished_airing,rx,1740,2;10;12,48
2839,Ariel Visual,ARIEL (エリアル) VISUAL,,13/56395,5.31,12093,2717,1057,2,1989-07-21,1989-08-21,ova,finished_airing,pg_13,1670,1;4;18;24,7
2840,Youkoso Lodoss-tou e!,ようこそロードス島へ！,Welcome to Lodoss Island!,7/61305,6.06,9139,2531,1200,1,1998-04-25,1998-04-25,movie,finished_airing,g,2100,4;20,
2841,Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,黒愛 一夜妻館・淫口乱乳録,Dark Love,7/57191,6.64,,11664,4980,2,2005-04-29,2005-06-24,ova,finished_airing,rx,1610,12,192
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,ポケモン不思議のダンジョン 出動ポケモン救助隊ガンバルズ！,Pokémon Mystery Dungeon: Team Go-Getters Out of the Gate!,1445/92964,6.49,6834,15362,7782,1,2006-09-08,2006-09-08,tv_special,finished_airing,pg,1220,2;51;10,28
2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,ポケットモンスター ダイヤモンド＆パール ディアルガVSパルキアVSダークライ,Pokémon: The Rise Of Darkrai,1119/94419,7.3,2708,117824,73733,1,2007-07-15,2007-07-15,movie,finished_airing,pg,5400,1;2;4;8;10;15,28
2848,Kappa no Coo to Natsuyasumi,河童のクゥと夏休み,Summer Days with Coo,10/4001,7.5,1879,18287,7962,1,2007-07-28,2007-07-28,movie,finished_airing,pg,8505,2;46;10;6,247
2851,Ninkuu (Movie),忍空,,1989/127433,6.11,8868,1938,765,1,1995-07-15,1995-07-15,movie,finished_airing,g,1560,1;2;4;13;17;27,1
2852,Accelerando: Datenshi-tachi no Sasayaki,アッチェレランド ～堕天使たちの囁き～,,1137/103881,6.82,,13689,5614,4,2007-01-26,2010-02-26,ova,finished_airing,rx,1689,12,1531;2316
2858,Ikusa Otome Valkyrie,戦乙女ヴァルキリー,Ride of the Valkyrie,8/41619,6.14,,7532,2809,2,2004-12-24,2005-01-28,ova,finished_airing,rx,1680,12,138
2859,Ikusa Otome Valkyrie Shinshou,戦乙女ヴァルキリー 真章,,3/7257,6.04,,4364,1535,2,2006-02-24,2007-05-25,ova,finished_airing,rx,1690,12,
2861,Seifuku Shojo The Animation,制服処女 the Animation,,1314/116243,6.19,,5224,1704,2,2004-02-27,2004-05-28,ova,finished_airing,rx,1705,12,2318
2862,Tokineiro,刻音色,,1389/112093,5.12,,4312,1732,2,2004-07-30,2004-10-29,ova,finished_airing,rx,1705,12,579
2863,21-ji no Onna: Newscaster Katsuragi Miki,21時の女～ニュースキャスター桂木美紀～,,1918/114959,5.76,,4188,1609,3,2001-04-21,2001-11-21,ova,finished_airing,rx,1740,12,2482
2864,2x1,2x1,Four Play,2/36711,5.21,,3147,1191,2,1998-02-25,1998-03-25,ova,finished_airing,rx,1470,12,1187
2866,Ane☆Haramix,姉☆孕みっくす,,12/18252,6.78,,14343,6008,4,2006-08-26,2007-09-15,ova,finished_airing,rx,1596,12,1463
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,姉汁 THE ANIMATION～白川三姉妹におまかせ～,,1895/103803,6.91,,16059,6263,2,2006-12-22,2007-03-23,ova,finished_airing,rx,1826,12,405
2868,Kazama Mana,風間愛 (アニメ),,9/24765,6.11,,6376,2604,1,2006-08-25,2006-08-25,ova,finished_airing,rx,1800,12,1531
2869,Nanase Ren,七瀬恋 (アニメ),,1388/114226,6.04,,6305,2478,1,2005-12-04,2005-12-04,ova,finished_airing,rx,2027,12,1531
2870,Yagami Yuu,八神優 (アニメ),Night Shift Nurses: Yagami Yu,1840/132981,6.3,,7955,3356,1,2006-12-21,2006-12-21,ova,finished_airing,rx,1935,12,1531
2871,Bakunyuu Oyako,爆乳母娘,,1112/103882,6.24,,11961,4815,2,2004-06-11,2004-09-10,ova,finished_airing,rx,1740,12;23,239
2872,Asgaldh: Waikyoku no Testament,アスガルド～歪曲のテスタメント～,F-Force,1969/112604,5.6,,3085,948,3,2001-10-26,2002-04-05,ova,finished_airing,rx,1718,12,54
2873,Bible Black Only Version,バイブルブラック・オンリー版,Bible Black Only,12/10104,6.77,,19411,9501,2,2005-07-25,2006-04-25,ova,finished_airing,rx,1650,12,1375
2874,Charm Point 1: Sister's Rondo,Charm Point 1 ～シスターズ輪舞～,,1069/111774,5.49,,2005,690,1,1999-11-30,1999-11-30,ova,finished_airing,rx,1766,12,
2875,Chikan Monogatari,痴漢物語,Legend of the Pervert,1604/111977,6.21,,6479,2470,2,2006-08-11,2007-01-12,ova,finished_airing,rx,1692,12,239
2876,Hoshi no Orpheus,星のオルフェウス,Winds of Change,13/78891,5.19,12374,1210,315,1,1979-10-27,1979-10-27,movie,finished_airing,pg,4800,10;15,
2881,Chinmoku no Kantai,沈黙の艦隊,Silent Service,1624/101493,6.28,7982,2803,864,3,1995-12-18,1998-01-25,ova,finished_airing,pg_13,1800,1;8;38;42,14
2882,Anime Oyako Gekijou,アニメ 親子劇場,Superbook,10/53881,6.13,8739,2807,1340,26,1981-10-09,1982-03-29,tv,finished_airing,g,1440,2;10;13;15;24,103
2883,Iyashite Agerun Saiyuuki,癒してあげルン 西遊記,Karma Saiyuki,10/82817,6.46,,6958,2972,1,2007-02-23,2007-02-23,ova,finished_airing,rx,2117,4;12;20,
2884,Aachi wa Ssipak,아치와 씨팍,Aachi and Ssipak,2/4034,6.56,6432,10587,4940,1,2006-06-28,2006-06-28,movie,finished_airing,r+,5267,1;4,
2885,Ganbare Goemon,がんばれゴエモン,Legend of the Mystical Ninja,6/65107,6.13,8753,2014,811,23,1997-10-04,1998-03-28,tv,finished_airing,g,1457,4;27,80
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,劇場版 BLEACH The DiamondDust Rebellion もう一つの氷輪丸,Bleach the Movie: The DiamondDust Rebellion,12/7499,7.42,2155,250852,149913,1,2007-12-22,2007-12-22,movie,finished_airing,pg_13,5560,1;2;10;27,1
2890,Gake no Ue no Ponyo,崖の上のポニョ,Ponyo,1331/138727,7.94,727,591807,392843,1,2008-07-19,2008-07-19,movie,finished_airing,g,6050,2;46;10,21
2891,Iblard Jikan,イバラード時間,,2/18420,6.85,4898,23204,8069,1,2007-07-04,2007-07-04,ova,finished_airing,g,1815,10,21
2892,Hakushon Daimaou,ハクション大魔王,Bob in the Bottle,1249/134561,6.01,9414,2593,1250,52,1969-10-05,1970-09-27,tv,finished_airing,g,1440,4;10,103
2894,Kinbaku no Yakata: Ryakudatsu,緊縛の館 〜略奪〜,Bondage Mansion,1006/112096,5.32,,2647,899,2,2000-02-18,2000-05-18,ova,finished_airing,rx,1828,12,239
2895,Kujiratori,くじらとり,The Whale Hunt,10/4067,6.14,8693,4190,531,1,2001-10-01,2001-10-01,movie,finished_airing,g,960,2;46,21
2896,Houkago: Nureta Seifuku,放課後 ～濡れた制服～,After Class Lesson,5/18985,6.35,,9281,4032,3,2005-01-25,2005-09-25,ova,finished_airing,rx,1740,12,405
2897,Nandarou,なんだろう,,6/4068,5.12,,3664,1741,1,1992-11-01,1992-11-01,cm,finished_airing,pg,60,4,21
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,ひぐらしのなく頃に 猫殺し編,Higurashi: When They Cry - Cat Killing Chapter,1492/118476,7.13,3631,79174,43888,1,2007-08-02,2007-08-02,special,finished_airing,pg_13,1387,7,37
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,こちら葛飾区亀有公園前派出所　ＴＨＥ　ＭＯＶＩＥ,Kameari Park Precinct,8/58875,7.06,3933,2427,877,1,1999-12-23,1999-12-23,movie,finished_airing,pg_13,5647,1;50;4;39;57;7;27,36
2903,Sakigake!! Otokojuku,魁!!男塾,Charge!! Men's Private School,12/60397,7.41,2237,14876,3963,34,1988-02-25,1988-11-14,tv,finished_airing,r,1450,1;4;55;17;23;27,18
2904,Code Geass: Hangyaku no Lelouch R2,コードギアス 反逆のルルーシュ 続編,Code Geass: Lelouch of the Rebellion R2,1088/135089,8.91,20,1801353,1207055,25,2008-04-06,2008-09-28,tv,finished_airing,r,1440,1;46;8;18;38;24;31,14
2905,Ikkitousen: Dragon Destiny Specials,一騎当千 Dragon Destiny,,1636/138210,6.6,6223,23703,10885,6,2007-06-24,2007-11-24,special,finished_airing,r+,225,1;9;17;23;42;31,38
2906,Rokushin Gattai GodMars: Juunana-sai no Densetsu,六神合体ゴッドマーズ 十七歳の伝説,,1946/134588,5.87,10068,1404,603,1,1988-06-05,1988-06-05,ova,finished_airing,r+,3366,1;18;24;29,65
2907,Cyborg Kuro-chan,サイボーグクロちゃん,,11/17464,7.14,3554,9726,4744,66,1999-10-02,2001-01-06,tv,finished_airing,pg,1500,4;24,338
2910,Koi Koi 7 Specials,こいこい7,Love Love 7 DVD Specials,3/59829,5.78,10471,2554,902,7,2005-07-22,2006-01-27,special,finished_airing,r+,180,4;9;22;23;24;27,
2911,Kyoushirou to Towa no Sora Specials,京四郎と永遠（とわ）の空,,5/21657,6.47,6917,5935,2090,6,2007-04-25,2007-09-21,special,finished_airing,pg_13,293,8;22;27,120
2912,Ohayou! Spank,おはよう！スパンク,,3/17542,6.68,5751,3321,1870,63,1981-03-07,1982-05-29,tv,finished_airing,g,1466,4;36,73
2913,Daisougen no Chiisana Tenshi: Bush Baby,大草原の小さな天使　ブッシュベイビー,"Bush Baby, Little Angel of the Great Plains",1447/98818,6.97,4330,3383,1209,40,1992-01-12,1992-12-20,tv,finished_airing,g,1440,2;8,22
2915,Chikyuu ga Ugoita Hi,地球が動いた日,The Day the Earth Moved,1943/95714,6.44,7120,1810,599,1,1997-07-22,1997-07-22,movie,finished_airing,pg,4500,8;13,939
2916,Genki Bakuhatsu Ganbaruger,元気爆発ガンバルガー,Energetic Bomb Ganbaruger,7/89881,6.97,4336,1885,769,47,1992-04-01,1993-02-24,tv,finished_airing,pg,1407,18,14
2917,Seijun Kango Gakuin,清純看護学院,Nurse Me!,1963/113109,6.08,,4306,1383,3,2002-10-25,2003-05-30,ova,finished_airing,rx,1916,4;12,579
2920,Ashita no Joe (Movie),あしたのジョー (1980),Tomorrow's Joe The Movie,7/51837,7.07,3905,6540,2175,1,1980-03-08,1980-03-08,movie,finished_airing,pg_13,9186,54;8;27;30,68
2921,Ashita no Joe 2,あしたのジョー２,Tomorrow's Joe 2,3/45028,8.73,52,53759,21268,47,1980-10-13,1981-08-31,tv,finished_airing,pg_13,1477,54;8;27;30,65
2922,Ashita no Joe 2 (Movie),あしたのジョー２,Tomorrow's Joe 2 The Movie,5/53557,7.25,3005,5415,1773,1,1981-07-04,1981-07-04,movie,finished_airing,pg_13,6757,54;8;27;30,65
2923,Shugo Chara!,しゅごキャラ！,Shugo Chara!,7/5061,7.4,2261,221872,106772,51,2007-10-06,2008-09-27,tv,finished_airing,pg,1479,4;10;66;23;25,41
2924,ef: A Tale of Memories.,ef - a tale of memories.,ef - a tale of memories.,1246/107820,7.87,846,257937,108745,12,2007-10-07,2007-12-23,tv,finished_airing,pg_13,1440,8;7;22,44
2926,Myself; Yourself,マイセルフ; ユアセルフ,Myself; Yourself,13/75247,7.11,3720,187415,96304,13,2007-10-03,2007-12-26,tv,finished_airing,pg_13,1530,8;22;23,95
2927,KimiKiss Pure Rouge,キミキス pure rouge,KimiKiss: Pure Rouge,3/19934,7.26,2940,91065,41385,24,2007-10-07,2008-03-23,tv,finished_airing,pg_13,1440,8;22;23,7
2928,.hack//G.U. Returner,.HACK//G.U. RETURNER,,1798/115989,6.66,5865,22027,9582,1,2007-01-18,2007-01-18,ova,finished_airing,pg_13,1444,2;8;10;79,5
2929,Moonlight Mile 2nd Season: Touch Down,ムーンライトマイル 2ndシーズン -Touch down-,,9/4265,7.26,2951,5210,1817,14,2007-09-13,2007-12-13,tv,finished_airing,r+,1500,2;8;24;29,101
2930,Tensai? Dr. Hamax,天才？Dr.ハマックス,,13/74919,,14035,357,46,12,2007-10-06,2007-12-22,tv,finished_airing,g,1410,4,80
2931,Mokke,もっけ,,13/19674,7.04,4019,16252,3694,24,2007-10-03,2008-03-16,tv,finished_airing,pg,1440,63;7;42;36;37,11;200
2933,Mirai Keisatsu Urashiman,未来警察ウラシマン,Future Police Urashiman,1605/91989,6.8,5115,3180,1040,50,1983-01-09,1983-12-24,tv,finished_airing,pg_13,1423,1;4;39;24,103
2934,Shiawase Sou no Okojo-san,しあわせソウのオコジョさん,,6/26602,6.51,6705,3959,751,51,2001-10-02,2002-09-24,tv,finished_airing,g,1500,4;71,81
2935,Ryokan Shirasagi,旅館白鷺,Swallowtail Inn,1816/113050,6.07,,3014,1136,2,2003-06-27,2004-04-30,ova,finished_airing,rx,1775,12,579
2936,Private Emotion,プライベートエモーション,,6/41655,5.39,,1853,619,2,2003-03-25,2003-07-25,ova,finished_airing,rx,1677,12,2317
2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,メイクアップ！ セーラー戦士,Sailor Moon R: Make Up! Sailor Guardians,1822/117349,7.06,3918,18289,7989,1,1993-12-05,1993-12-05,special,finished_airing,pg_13,1020,66;25,18
2938,Idol Densetsu Eriko,アイドル伝説えり子,Legendary Idol Eriko,11/20173,6.86,4873,6687,2193,51,1989-04-03,1990-03-26,tv,finished_airing,pg_13,1340,60;19,242
2941,Elysium,엘리시움,,1670/112247,5.2,12342,1567,712,1,2003-08-15,2003-08-15,movie,finished_airing,pg_13,5165,1;18;24,18;1231
2942,Sketchbook: Full Color's,スケッチブック ～full color's～,Sketchbook ~full color's~,1763/137274,7.36,2439,31428,9946,13,2007-10-02,2007-12-25,tv,finished_airing,g,1400,52;63;36;80,34
2943,Inbaku Gakuen,淫縛学艶,School of Bondage,1964/93748,6.19,,5591,1867,3,2002-06-25,2003-05-27,ova,finished_airing,rx,1710,12;23,1375
2944,Seisai,性裁,Perverse Investigations,13/4213,5.25,,4274,1282,2,2003-01-10,2003-04-11,ova,finished_airing,rx,1723,5;10;12;14,239
2945,Hitozuma Ryoujoku Sankanbi,人妻凌辱参観日,Desperate Carnal Housewives,1012/103999,6.15,,5982,2303,2,2005-02-25,2005-05-25,ova,finished_airing,rx,1704,12,2317
2946,Angel Core: Tenshi-tachi no Sumika,ANGEL CORE エンゼル・コア～天使たちの住処～,Angel Core,1464/116158,5.54,,5814,2271,2,2003-01-25,2003-04-25,ova,finished_airing,rx,1723,1;12;13;18;38,2331
2947,Ojamajo Doremi Sharp Movie,おジャ魔女どれみ♯,,8/40405,7.18,3350,5689,2497,1,2000-07-08,2000-07-08,movie,finished_airing,g,1620,4;10;66,18
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,も～っと！おジャ魔女どれみ カエル石のひみつ,,7/27121,7.18,3346,5460,2305,1,2001-07-14,2001-07-14,movie,finished_airing,g,1560,4;10;66,18
2950,Doubutsu no Mori,どうぶつの森,Animal Crossing: The Movie,3/13151,7.06,3924,27195,13989,1,2006-12-16,2006-12-16,movie,finished_airing,g,5220,51;15;36,28
2951,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,銀魂〜何事も最初が肝心なので多少背伸びするくらいが丁度良い〜,Gintama: Jump Festa 2005 Special,1897/139500,8.08,528,57033,30381,1,2005-09-24,2005-09-24,special,finished_airing,pg_13,1969,1;4;13;18;20;21;24;27,14
2952,Final Fantasy VII: Advent Children Complete,ファイナルファンタジーVII アドベントチルドレンコンプリート,,1065/94641,7.89,810,133558,83763,1,2009-04-16,2009-04-16,ova,finished_airing,pg_13,7586,1;10;31,1847
2953,Egao,笑顔,,1159/133739,6.43,,13922,8537,1,2003-04,2003-04,music,finished_airing,g,120,15;19;36,
2954,Maria-sama ga Miteru 3rd Specials,マリア様にはないしょ。,Keep it a Secret from Maria-sama,13/44396,7.25,2976,7513,3597,5,2006-12-29,2007-07-25,special,finished_airing,pg,90,4;26;25,37
2955,Hana no Joshi Announcer: Newscaster Etsuko,花の女子アナ ニュースキャスター・悦子,Foxy Nudes,1483/103986,6.45,,10120,4677,2,2004-06-25,2004-09-24,ova,finished_airing,rx,1648,12,579
2956,Shin-ban Megami Tantei Vinus File,真版女神探偵 VINUS FILE,The Venus Files,3/4247,5.77,,1993,695,2,2004-02-27,2004-08-27,ova,finished_airing,rx,1758,12,
2957,Okusama wa Mahoutsukai,奥様は魔法使い,Enspelled,5/41507,5.77,,3187,1154,2,2006-12-08,2007-03-09,ova,finished_airing,rx,1620,12,239
2958,Hitozuma Cosplay Kissa,人妻コスプレ喫茶,Cosplay Cafe,1127/103998,5.99,,5585,1984,2,2004-03-25,2004-08-25,ova,finished_airing,rx,1560,12,2359
2959,Utsukushiki Sei no Dendoushi Reirei,美しき性の伝道師　麗々,Rei Rei,12/4250,5.44,,3026,990,2,1994-07-08,1994-09-09,ova,finished_airing,rx,1688,26;12;37,1009
2960,Kininaru Roommate,気になるルームメイト,The Roommate,1021/104146,6.51,,6029,2312,2,2006-02-25,2006-09-25,ova,finished_airing,rx,1735,12,2338
2961,Digimon Adventure Movie,デジモンアドベンチャー 劇場版,Digimon: The Movie,3/72452,7.6,1511,114420,73664,1,1999-03-06,1999-03-06,movie,finished_airing,pg,1215,1;10;15;24,18
2962,Digimon Adventure 02 Movies,映画 デジモンアドベンチャー０２,Digimon Movie 02 - Digimon Hurricane Touchdown! Supreme Evolution! The Golden Digimentals.,1042/143225,7.1,3767,46693,26975,2,2000-07-08,2000-07-08,movie,finished_airing,pg,1950,2;10;15;24,18
2963,Minami-ke,みなみけ,,2/75279,7.64,1382,174542,71791,13,2007-10-08,2007-12-31,tv,finished_airing,pg_13,1449,52;4;23;42;36,39
2964,Blue Drop: Tenshi-tachi no Gikyoku,BLUE DROP ～天使達の戯曲～,Blue Drop,3/50485,6.67,5802,31473,12627,13,2007-10-03,2007-12-26,tv,finished_airing,pg_13,1530,8;26;24;27,89;406
